id,publication_year,cited_by_count,coauthor_ids
https://openalex.org/W2799188490,2018,11,"['https://openalex.org/A5018128415', 'https://openalex.org/A5061021795']"
https://openalex.org/W2806698731,2018,11,"['https://openalex.org/A5057195133', 'https://openalex.org/A5008114977', 'https://openalex.org/A5077231672', 'https://openalex.org/A5077285926']"
https://openalex.org/W2898851029,2018,11,"['https://openalex.org/A5062554216', 'https://openalex.org/A5023767790']"
https://openalex.org/W1519496364,2006,16,"['https://openalex.org/A5063995659', 'https://openalex.org/A5036876399', 'https://openalex.org/A5039482178']"
https://openalex.org/W2145839184,2008,13,"['https://openalex.org/A5089505843', 'https://openalex.org/A5027588100', 'https://openalex.org/A5077285926']"
https://openalex.org/W2053222613,1995,20,['https://openalex.org/A5050554579']
https://openalex.org/W1965631677,2007,2563,"['https://openalex.org/A5076755077', 'https://openalex.org/A5079813490', 'https://openalex.org/A5015711710']"
https://openalex.org/W2084591134,2011,1784,"['https://openalex.org/A5084282503', 'https://openalex.org/A5033526663', 'https://openalex.org/A5009958753']"
https://openalex.org/W2136968651,2005,1506,"['https://openalex.org/A5015711710', 'https://openalex.org/A5040544719']"
https://openalex.org/W1970381522,2008,1472,"['https://openalex.org/A5027983493', 'https://openalex.org/A5023365550', 'https://openalex.org/A5036266399', 'https://openalex.org/A5023259221']"
https://openalex.org/W2122369144,2010,1115,"['https://openalex.org/A5023365550', 'https://openalex.org/A5079821742', 'https://openalex.org/A5021789878', 'https://openalex.org/A5088517824']"
https://openalex.org/W2037858832,2008,962,"['https://openalex.org/A5028578280', 'https://openalex.org/A5084282503', 'https://openalex.org/A5018490566', 'https://openalex.org/A5022164041', 'https://openalex.org/A5042098508']"
https://openalex.org/W2122465344,2003,929,"['https://openalex.org/A5015711710', 'https://openalex.org/A5032125874']"
https://openalex.org/W2913649461,2019,848,"['https://openalex.org/A5079648413', 'https://openalex.org/A5032694172', 'https://openalex.org/A5075116755', 'https://openalex.org/A5006172855', 'https://openalex.org/A5013670125']"
https://openalex.org/W2066752129,2013,841,"['https://openalex.org/A5015711710', 'https://openalex.org/A5024281650', 'https://openalex.org/A5041539208', 'https://openalex.org/A5015183168']"
https://openalex.org/W2139865418,2010,712,"['https://openalex.org/A5088681766', 'https://openalex.org/A5027857617', 'https://openalex.org/A5015711710']"
https://openalex.org/W2073023209,2013,695,"['https://openalex.org/A5034823602', 'https://openalex.org/A5014077037', 'https://openalex.org/A5068542997', 'https://openalex.org/A5029483412']"
https://openalex.org/W2005950835,2012,620,"['https://openalex.org/A5014032290', 'https://openalex.org/A5029483412', 'https://openalex.org/A5007992168', 'https://openalex.org/A5058575585']"
https://openalex.org/W2096523843,2008,617,"['https://openalex.org/A5079813490', 'https://openalex.org/A5076755077', 'https://openalex.org/A5015711710']"
https://openalex.org/W1934362406,2015,557,"['https://openalex.org/A5021572071', 'https://openalex.org/A5084282503', 'https://openalex.org/A5013836248', 'https://openalex.org/A5028928899']"
https://openalex.org/W2997474044,2020,416,"['https://openalex.org/A5006172855', 'https://openalex.org/A5013670125']"
https://openalex.org/W2518646621,2017,355,"['https://openalex.org/A5029483412', 'https://openalex.org/A5044616621', 'https://openalex.org/A5068542997', 'https://openalex.org/A5014077037']"
https://openalex.org/W2563852449,2019,331,"['https://openalex.org/A5081065901', 'https://openalex.org/A5084282503', 'https://openalex.org/A5013836248', 'https://openalex.org/A5079458476']"
https://openalex.org/W2750144484,2017,328,"['https://openalex.org/A5048877432', 'https://openalex.org/A5013727792', 'https://openalex.org/A5013844034', 'https://openalex.org/A5067118505', 'https://openalex.org/A5052308997']"
https://openalex.org/W2963666064,2011,323,"['https://openalex.org/A5046260050', 'https://openalex.org/A5082225935', 'https://openalex.org/A5056674934']"
https://openalex.org/W3101528479,2013,316,"['https://openalex.org/A5081215274', 'https://openalex.org/A5072982055', 'https://openalex.org/A5042263308', 'https://openalex.org/A5015711710']"
https://openalex.org/W2020979402,2011,294,"['https://openalex.org/A5046260050', 'https://openalex.org/A5023950359', 'https://openalex.org/A5014605473', 'https://openalex.org/A5022344333', 'https://openalex.org/A5077796426', 'https://openalex.org/A5082225935']"
https://openalex.org/W2142889507,2010,283,"['https://openalex.org/A5047699861', 'https://openalex.org/A5023365550', 'https://openalex.org/A5088517824', 'https://openalex.org/A5009547049']"
https://openalex.org/W2130456849,2014,282,"['https://openalex.org/A5068542997', 'https://openalex.org/A5074283997', 'https://openalex.org/A5029483412', 'https://openalex.org/A5046769599']"
https://openalex.org/W2151098288,2015,278,"['https://openalex.org/A5081065901', 'https://openalex.org/A5028928899', 'https://openalex.org/A5084282503']"
https://openalex.org/W2056179849,2011,275,"['https://openalex.org/A5004019134', 'https://openalex.org/A5029483412', 'https://openalex.org/A5008275501']"
https://openalex.org/W1967543711,2011,271,"['https://openalex.org/A5033643258', 'https://openalex.org/A5016845349', 'https://openalex.org/A5015711710', 'https://openalex.org/A5052920399']"
https://openalex.org/W2507358938,2016,269,"['https://openalex.org/A5021836148', 'https://openalex.org/A5022272025', 'https://openalex.org/A5084282503']"
https://openalex.org/W1971494700,2013,265,"['https://openalex.org/A5084282503', 'https://openalex.org/A5033526663', 'https://openalex.org/A5009958753']"
https://openalex.org/W2963523292,2014,253,"['https://openalex.org/A5083513325', 'https://openalex.org/A5077509916', 'https://openalex.org/A5084282503', 'https://openalex.org/A5037526935']"
https://openalex.org/W2097001057,2015,249,"['https://openalex.org/A5059487953', 'https://openalex.org/A5047517174']"
https://openalex.org/W2149920828,2012,198,"['https://openalex.org/A5058212934', 'https://openalex.org/A5023365550', 'https://openalex.org/A5088517824']"
https://openalex.org/W2049122689,2012,188,"['https://openalex.org/A5004397715', 'https://openalex.org/A5082225935']"
https://openalex.org/W2128338591,2014,185,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5013727792', 'https://openalex.org/A5030305033', 'https://openalex.org/A5089685693']"
https://openalex.org/W641710284,2014,184,"['https://openalex.org/A5081065901', 'https://openalex.org/A5084282503', 'https://openalex.org/A5013836248', 'https://openalex.org/A5028928899']"
https://openalex.org/W2048252958,2014,183,"['https://openalex.org/A5047520689', 'https://openalex.org/A5078106172', 'https://openalex.org/A5056340606', 'https://openalex.org/A5040479731', 'https://openalex.org/A5053244337']"
https://openalex.org/W1774824195,2012,178,"['https://openalex.org/A5046260050', 'https://openalex.org/A5082225935']"
https://openalex.org/W1979839410,2014,172,"['https://openalex.org/A5047699861', 'https://openalex.org/A5023365550', 'https://openalex.org/A5088517824', 'https://openalex.org/A5009547049']"
https://openalex.org/W2096309085,2014,170,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5067748867', 'https://openalex.org/A5030305033', 'https://openalex.org/A5067118505']"
https://openalex.org/W1953503995,2015,167,"['https://openalex.org/A5014077037', 'https://openalex.org/A5012739121', 'https://openalex.org/A5014156820', 'https://openalex.org/A5046769599', 'https://openalex.org/A5029483412', 'https://openalex.org/A5068542997']"
https://openalex.org/W2964235839,2016,156,"['https://openalex.org/A5001257783', 'https://openalex.org/A5008800832', 'https://openalex.org/A5023365550']"
https://openalex.org/W2606327720,2016,144,['https://openalex.org/A5084282503']
https://openalex.org/W3020514987,2020,141,"['https://openalex.org/A5062677100', 'https://openalex.org/A5025355765', 'https://openalex.org/A5078441538', 'https://openalex.org/A5007072443', 'https://openalex.org/A5066089123', 'https://openalex.org/A5038616158', 'https://openalex.org/A5088495469', 'https://openalex.org/A5000665508']"
https://openalex.org/W2804328666,2018,126,"['https://openalex.org/A5076193392', 'https://openalex.org/A5027857652', 'https://openalex.org/A5074061414', 'https://openalex.org/A5082572062', 'https://openalex.org/A5061586410', 'https://openalex.org/A5075961872']"
https://openalex.org/W3082187871,2020,118,"['https://openalex.org/A5006172855', 'https://openalex.org/A5026899448', 'https://openalex.org/A5013670125']"
https://openalex.org/W4205475170,2022,100,"['https://openalex.org/A5053919001', 'https://openalex.org/A5068542997', 'https://openalex.org/A5029483412', 'https://openalex.org/A5054518832']"
https://openalex.org/W4318577410,2023,15,"['https://openalex.org/A5039534270', 'https://openalex.org/A5049692788', 'https://openalex.org/A5015711710']"
https://openalex.org/W2004221960,2004,276,"['https://openalex.org/A5015711710', 'https://openalex.org/A5032125874']"
https://openalex.org/W2163811604,2007,197,"['https://openalex.org/A5015711710', 'https://openalex.org/A5073544378', 'https://openalex.org/A5029121256']"
https://openalex.org/W2113762652,2008,187,"['https://openalex.org/A5064297795', 'https://openalex.org/A5002723139']"
https://openalex.org/W4211017427,2013,156,"['https://openalex.org/A5017541508', 'https://openalex.org/A5061340195', 'https://openalex.org/A5084282503']"
https://openalex.org/W1986714255,2008,151,"['https://openalex.org/A5030305033', 'https://openalex.org/A5049079205', 'https://openalex.org/A5054906154', 'https://openalex.org/A5048877432', 'https://openalex.org/A5007138994']"
https://openalex.org/W2155200541,2013,151,"['https://openalex.org/A5036136202', 'https://openalex.org/A5013046065', 'https://openalex.org/A5053244337', 'https://openalex.org/A5081080746']"
https://openalex.org/W2032402175,2011,150,"['https://openalex.org/A5072363876', 'https://openalex.org/A5029483412', 'https://openalex.org/A5074406842', 'https://openalex.org/A5047170063']"
https://openalex.org/W2032741002,2010,148,"['https://openalex.org/A5033986205', 'https://openalex.org/A5023034814', 'https://openalex.org/A5078415582', 'https://openalex.org/A5081329134', 'https://openalex.org/A5051863472', 'https://openalex.org/A5082225935', 'https://openalex.org/A5080570777', 'https://openalex.org/A5044372254']"
https://openalex.org/W2130815877,2012,143,"['https://openalex.org/A5082391569', 'https://openalex.org/A5048877432', 'https://openalex.org/A5048232579', 'https://openalex.org/A5030305033', 'https://openalex.org/A5027171279', 'https://openalex.org/A5067118505']"
https://openalex.org/W2016864105,2010,139,"['https://openalex.org/A5032110850', 'https://openalex.org/A5013145810']"
https://openalex.org/W2123030505,2010,138,"['https://openalex.org/A5004397715', 'https://openalex.org/A5082225935']"
https://openalex.org/W2158316863,2007,135,"['https://openalex.org/A5073544378', 'https://openalex.org/A5015711710']"
https://openalex.org/W2099424129,2012,134,"['https://openalex.org/A5068542997', 'https://openalex.org/A5029483412', 'https://openalex.org/A5058575585']"
https://openalex.org/W3103442714,2014,134,"['https://openalex.org/A5084282503', 'https://openalex.org/A5024703272', 'https://openalex.org/A5030571651', 'https://openalex.org/A5021024536']"
https://openalex.org/W2166330262,2013,116,"['https://openalex.org/A5009970175', 'https://openalex.org/A5000663587', 'https://openalex.org/A5031799782', 'https://openalex.org/A5039841997', 'https://openalex.org/A5084282503', 'https://openalex.org/A5022272025', 'https://openalex.org/A5036258938', 'https://openalex.org/A5021346979', 'https://openalex.org/A5011228873']"
https://openalex.org/W1969724596,2010,115,"['https://openalex.org/A5033656008', 'https://openalex.org/A5084282503']"
https://openalex.org/W2116286341,2012,115,"['https://openalex.org/A5032110850', 'https://openalex.org/A5033272403', 'https://openalex.org/A5003307854', 'https://openalex.org/A5061287527']"
https://openalex.org/W4248196296,2018,111,"['https://openalex.org/A5029483412', 'https://openalex.org/A5068542997']"
https://openalex.org/W2808455912,2018,108,"['https://openalex.org/A5042590162', 'https://openalex.org/A5069805388', 'https://openalex.org/A5076193392']"
https://openalex.org/W2001081968,2011,107,"['https://openalex.org/A5047724274', 'https://openalex.org/A5048877432', 'https://openalex.org/A5007176508']"
https://openalex.org/W1951757437,2015,104,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5013844034', 'https://openalex.org/A5013727792', 'https://openalex.org/A5030305033', 'https://openalex.org/A5067118505']"
https://openalex.org/W2046854334,2013,104,"['https://openalex.org/A5029483412', 'https://openalex.org/A5034823602', 'https://openalex.org/A5068542997', 'https://openalex.org/A5046769599', 'https://openalex.org/A5081963935', 'https://openalex.org/A5062753176']"
https://openalex.org/W1964403809,2011,103,"['https://openalex.org/A5076755077', 'https://openalex.org/A5015711710']"
https://openalex.org/W2512532497,2017,97,"['https://openalex.org/A5046684626', 'https://openalex.org/A5059236838', 'https://openalex.org/A5029483412']"
https://openalex.org/W4300990168,2016,97,"['https://openalex.org/A5081236916', 'https://openalex.org/A5082391569', 'https://openalex.org/A5057136388', 'https://openalex.org/A5027171279', 'https://openalex.org/A5081008532', 'https://openalex.org/A5048877432']"
https://openalex.org/W2104217976,2013,91,"['https://openalex.org/A5029483412', 'https://openalex.org/A5034823602']"
https://openalex.org/W2914787646,2019,91,"['https://openalex.org/A5049692788', 'https://openalex.org/A5068157871', 'https://openalex.org/A5015711710']"
https://openalex.org/W2902096938,2018,88,"['https://openalex.org/A5075717967', 'https://openalex.org/A5038895553', 'https://openalex.org/A5002723139', 'https://openalex.org/A5038976962', 'https://openalex.org/A5064297795']"
https://openalex.org/W2028979196,2015,85,"['https://openalex.org/A5082732256', 'https://openalex.org/A5073916921', 'https://openalex.org/A5048877432', 'https://openalex.org/A5065059558']"
https://openalex.org/W2003950529,2014,83,"['https://openalex.org/A5019996096', 'https://openalex.org/A5007465102', 'https://openalex.org/A5048877432']"
https://openalex.org/W2000922801,2014,77,"['https://openalex.org/A5069092681', 'https://openalex.org/A5061340195', 'https://openalex.org/A5084282503']"
https://openalex.org/W2298588541,2016,76,"['https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5075956753', 'https://openalex.org/A5030305033', 'https://openalex.org/A5067118505']"
https://openalex.org/W1579057660,2015,75,"['https://openalex.org/A5029483412', 'https://openalex.org/A5011682416']"
https://openalex.org/W2796646590,2018,73,"['https://openalex.org/A5081065901', 'https://openalex.org/A5084282503', 'https://openalex.org/A5036872754', 'https://openalex.org/A5015286159']"
https://openalex.org/W2898324775,2018,67,"['https://openalex.org/A5068542997', 'https://openalex.org/A5029483412']"
https://openalex.org/W2901292725,2019,67,"['https://openalex.org/A5045484758', 'https://openalex.org/A5029483412', 'https://openalex.org/A5069003966', 'https://openalex.org/A5070453997', 'https://openalex.org/A5068542997', 'https://openalex.org/A5021971461']"
https://openalex.org/W3145119645,2021,61,"['https://openalex.org/A5058033787', 'https://openalex.org/A5088448789', 'https://openalex.org/A5048877432', 'https://openalex.org/A5079596102']"
https://openalex.org/W2910883930,2019,57,['https://openalex.org/A5084282503']
https://openalex.org/W3196835254,2021,54,"['https://openalex.org/A5022747234', 'https://openalex.org/A5090777482', 'https://openalex.org/A5020283825', 'https://openalex.org/A5068542997', 'https://openalex.org/A5029483412']"
https://openalex.org/W3035083705,2020,53,"['https://openalex.org/A5062069583', 'https://openalex.org/A5006681132', 'https://openalex.org/A5023365550']"
https://openalex.org/W3119968360,2021,53,"['https://openalex.org/A5081866454', 'https://openalex.org/A5048877432', 'https://openalex.org/A5089242677', 'https://openalex.org/A5047982506']"
https://openalex.org/W3134165704,2021,37,"['https://openalex.org/A5048877432', 'https://openalex.org/A5013727792', 'https://openalex.org/A5067118505']"
https://openalex.org/W4200568363,2021,37,"['https://openalex.org/A5027019842', 'https://openalex.org/A5017040952', 'https://openalex.org/A5068819495', 'https://openalex.org/A5059223686', 'https://openalex.org/A5075228752', 'https://openalex.org/A5048877432', 'https://openalex.org/A5081236916']"
https://openalex.org/W3213873965,2021,36,"['https://openalex.org/A5062677100', 'https://openalex.org/A5025355765', 'https://openalex.org/A5007072443', 'https://openalex.org/A5066089123', 'https://openalex.org/A5007564274', 'https://openalex.org/A5038616158', 'https://openalex.org/A5088495469', 'https://openalex.org/A5000665508']"
https://openalex.org/W4283717058,2022,23,"['https://openalex.org/A5076143079', 'https://openalex.org/A5068906697', 'https://openalex.org/A5038309211', 'https://openalex.org/A5004517948', 'https://openalex.org/A5085261603', 'https://openalex.org/A5013164931', 'https://openalex.org/A5047301239', 'https://openalex.org/A5008291667']"
https://openalex.org/W4210839783,2022,22,"['https://openalex.org/A5006172855', 'https://openalex.org/A5047143966', 'https://openalex.org/A5005516194', 'https://openalex.org/A5013670125', 'https://openalex.org/A5026899448']"
https://openalex.org/W4226076105,2022,22,"['https://openalex.org/A5087454958', 'https://openalex.org/A5087013085', 'https://openalex.org/A5028778056', 'https://openalex.org/A5060717781', 'https://openalex.org/A5026169107', 'https://openalex.org/A5085570615', 'https://openalex.org/A5023365550']"
https://openalex.org/W3203944849,2022,20,"['https://openalex.org/A5081900891', 'https://openalex.org/A5047735536', 'https://openalex.org/A5076204770', 'https://openalex.org/A5022272025', 'https://openalex.org/A5084282503', 'https://openalex.org/A5021836148']"
https://openalex.org/W4221006456,2022,19,"['https://openalex.org/A5076117935', 'https://openalex.org/A5046272185', 'https://openalex.org/A5049237122', 'https://openalex.org/A5029483412', 'https://openalex.org/A5068542997']"
https://openalex.org/W4297282555,2023,11,"['https://openalex.org/A5006172855', 'https://openalex.org/A5080221742', 'https://openalex.org/A5011899252', 'https://openalex.org/A5026899448']"
https://openalex.org/W2007253519,2010,97,"['https://openalex.org/A5015683038', 'https://openalex.org/A5006570922', 'https://openalex.org/A5042223478', 'https://openalex.org/A5032568364', 'https://openalex.org/A5053244337']"
https://openalex.org/W2136829169,2009,97,"['https://openalex.org/A5073526706', 'https://openalex.org/A5004397715', 'https://openalex.org/A5082225935']"
https://openalex.org/W1993856872,2008,91,"['https://openalex.org/A5002723139', 'https://openalex.org/A5010255577', 'https://openalex.org/A5042502300']"
https://openalex.org/W2103918763,2010,90,"['https://openalex.org/A5029483412', 'https://openalex.org/A5073166534', 'https://openalex.org/A5069562599', 'https://openalex.org/A5049777833', 'https://openalex.org/A5047170063']"
https://openalex.org/W1994745305,2011,84,"['https://openalex.org/A5023735760', 'https://openalex.org/A5049079205', 'https://openalex.org/A5048877432', 'https://openalex.org/A5030305033', 'https://openalex.org/A5027171279']"
https://openalex.org/W2117241805,2012,83,"['https://openalex.org/A5048877432', 'https://openalex.org/A5089971631', 'https://openalex.org/A5039448366', 'https://openalex.org/A5082391569', 'https://openalex.org/A5030305033', 'https://openalex.org/A5027171279']"
https://openalex.org/W2187303655,2013,81,"['https://openalex.org/A5021572071', 'https://openalex.org/A5018343355', 'https://openalex.org/A5084282503', 'https://openalex.org/A5013836248', 'https://openalex.org/A5037526935']"
https://openalex.org/W2049789759,2013,80,"['https://openalex.org/A5012073624', 'https://openalex.org/A5084282503', 'https://openalex.org/A5013836248', 'https://openalex.org/A5028772801', 'https://openalex.org/A5037526935']"
https://openalex.org/W1999764269,2013,79,"['https://openalex.org/A5069419532', 'https://openalex.org/A5029483412']"
https://openalex.org/W1985282759,2013,77,"['https://openalex.org/A5029483412', 'https://openalex.org/A5068542997', 'https://openalex.org/A5022747234', 'https://openalex.org/A5058575585']"
https://openalex.org/W1992732604,2009,77,"['https://openalex.org/A5076033189', 'https://openalex.org/A5014605473', 'https://openalex.org/A5082225935']"
https://openalex.org/W3105527378,2013,75,"['https://openalex.org/A5046948860', 'https://openalex.org/A5023950359', 'https://openalex.org/A5082225935', 'https://openalex.org/A5014605473']"
https://openalex.org/W32256312,2014,69,"['https://openalex.org/A5028928899', 'https://openalex.org/A5084282503', 'https://openalex.org/A5021572071']"
https://openalex.org/W1970655941,2011,68,"['https://openalex.org/A5033643258', 'https://openalex.org/A5091094954', 'https://openalex.org/A5015711710']"
https://openalex.org/W1974838758,2013,67,"['https://openalex.org/A5042104049', 'https://openalex.org/A5084282503', 'https://openalex.org/A5002597222']"
https://openalex.org/W2028672339,2012,67,"['https://openalex.org/A5046260050', 'https://openalex.org/A5045325306', 'https://openalex.org/A5050517366', 'https://openalex.org/A5023950359', 'https://openalex.org/A5082225935', 'https://openalex.org/A5014605473']"
https://openalex.org/W2041838442,2014,64,"['https://openalex.org/A5048225486', 'https://openalex.org/A5032110850', 'https://openalex.org/A5061287527']"
https://openalex.org/W2068689371,2014,64,"['https://openalex.org/A5075956753', 'https://openalex.org/A5011229206', 'https://openalex.org/A5048877432', 'https://openalex.org/A5067118505']"
https://openalex.org/W2091829705,2015,62,"['https://openalex.org/A5047517174', 'https://openalex.org/A5075283583']"
https://openalex.org/W1976692960,2014,61,"['https://openalex.org/A5019996096', 'https://openalex.org/A5048877432', 'https://openalex.org/A5024965983', 'https://openalex.org/A5012965551', 'https://openalex.org/A5062879885', 'https://openalex.org/A5030305033']"
https://openalex.org/W2329258917,2016,59,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5057136388', 'https://openalex.org/A5051374361', 'https://openalex.org/A5030305033', 'https://openalex.org/A5067118505']"
https://openalex.org/W2963266575,2015,59,"['https://openalex.org/A5035331823', 'https://openalex.org/A5023365550']"
https://openalex.org/W1986197723,2014,56,"['https://openalex.org/A5046769599', 'https://openalex.org/A5034823602', 'https://openalex.org/A5081963935', 'https://openalex.org/A5029483412']"
https://openalex.org/W2115116417,2014,56,"['https://openalex.org/A5076193392', 'https://openalex.org/A5074550230', 'https://openalex.org/A5076158178']"
https://openalex.org/W2602400993,2017,55,"['https://openalex.org/A5022747234', 'https://openalex.org/A5029483412', 'https://openalex.org/A5045651525']"
https://openalex.org/W2949884440,2019,53,"['https://openalex.org/A5003945685', 'https://openalex.org/A5029483412', 'https://openalex.org/A5068542997']"
https://openalex.org/W1914761215,2015,52,"['https://openalex.org/A5040479731', 'https://openalex.org/A5042865051', 'https://openalex.org/A5005708135', 'https://openalex.org/A5060446154', 'https://openalex.org/A5053244337']"
https://openalex.org/W3102385198,2017,51,"['https://openalex.org/A5085430564', 'https://openalex.org/A5019996096', 'https://openalex.org/A5059441112', 'https://openalex.org/A5040448723', 'https://openalex.org/A5004868515', 'https://openalex.org/A5027171279', 'https://openalex.org/A5033671063', 'https://openalex.org/A5048877432']"
https://openalex.org/W2800453889,2018,47,"['https://openalex.org/A5003945685', 'https://openalex.org/A5076947945', 'https://openalex.org/A5069003966', 'https://openalex.org/A5045484758', 'https://openalex.org/A5021971461', 'https://openalex.org/A5029483412']"
https://openalex.org/W2912855891,2019,47,"['https://openalex.org/A5076193392', 'https://openalex.org/A5042590162', 'https://openalex.org/A5051826132', 'https://openalex.org/A5049148403']"
https://openalex.org/W2946867074,2019,47,"['https://openalex.org/A5084961610', 'https://openalex.org/A5029483412', 'https://openalex.org/A5068542997', 'https://openalex.org/A5044349787', 'https://openalex.org/A5054783418', 'https://openalex.org/A5009885982', 'https://openalex.org/A5027467000']"
https://openalex.org/W2900083780,2018,45,"['https://openalex.org/A5057360766', 'https://openalex.org/A5007077429']"
https://openalex.org/W2963524705,2019,43,"['https://openalex.org/A5017647508', 'https://openalex.org/A5039915904', 'https://openalex.org/A5027977314', 'https://openalex.org/A5084282503']"
https://openalex.org/W3092775865,2020,43,"['https://openalex.org/A5035441361', 'https://openalex.org/A5081236916', 'https://openalex.org/A5061528283', 'https://openalex.org/A5004177513', 'https://openalex.org/A5066621495', 'https://openalex.org/A5027171279', 'https://openalex.org/A5048877432']"
https://openalex.org/W2947564267,2019,40,"['https://openalex.org/A5071524445', 'https://openalex.org/A5087454958', 'https://openalex.org/A5023365550', 'https://openalex.org/A5020251533', 'https://openalex.org/A5085570615']"
https://openalex.org/W2985082871,2019,39,"['https://openalex.org/A5028772801', 'https://openalex.org/A5023667301', 'https://openalex.org/A5084282503', 'https://openalex.org/A5051490157', 'https://openalex.org/A5060617658', 'https://openalex.org/A5049903161', 'https://openalex.org/A5017486812', 'https://openalex.org/A5055430403', 'https://openalex.org/A5028772801']"
https://openalex.org/W3009908488,2020,39,"['https://openalex.org/A5040672500', 'https://openalex.org/A5046381169', 'https://openalex.org/A5059503246', 'https://openalex.org/A5043722260', 'https://openalex.org/A5034322691', 'https://openalex.org/A5076193392', 'https://openalex.org/A5060972692']"
https://openalex.org/W3023516546,2020,39,"['https://openalex.org/A5049692788', 'https://openalex.org/A5039534270', 'https://openalex.org/A5015711710']"
https://openalex.org/W2998363348,2020,33,"['https://openalex.org/A5064266755', 'https://openalex.org/A5043701869', 'https://openalex.org/A5016741958', 'https://openalex.org/A5088688595', 'https://openalex.org/A5029483412', 'https://openalex.org/A5068542997']"
https://openalex.org/W3049379054,2020,33,"['https://openalex.org/A5081236916', 'https://openalex.org/A5051330675', 'https://openalex.org/A5013844034', 'https://openalex.org/A5017401263', 'https://openalex.org/A5048877432']"
https://openalex.org/W3113126806,2021,27,"['https://openalex.org/A5068542997', 'https://openalex.org/A5080935389', 'https://openalex.org/A5029483412']"
https://openalex.org/W3174004012,2021,26,"['https://openalex.org/A5035441361', 'https://openalex.org/A5024183744', 'https://openalex.org/A5016313702', 'https://openalex.org/A5079937813', 'https://openalex.org/A5066359113', 'https://openalex.org/A5027171279', 'https://openalex.org/A5048877432', 'https://openalex.org/A5046597133', 'https://openalex.org/A5081236916']"
https://openalex.org/W3206050115,2021,25,"['https://openalex.org/A5061160911', 'https://openalex.org/A5002981651', 'https://openalex.org/A5024505700', 'https://openalex.org/A5039916323', 'https://openalex.org/A5056226566', 'https://openalex.org/A5051851888', 'https://openalex.org/A5004099218', 'https://openalex.org/A5044898565', 'https://openalex.org/A5035070413']"
https://openalex.org/W4220660611,2022,17,"['https://openalex.org/A5040161981', 'https://openalex.org/A5006172855', 'https://openalex.org/A5034852954', 'https://openalex.org/A5005962310', 'https://openalex.org/A5005516194']"
https://openalex.org/W4280623699,2022,16,"['https://openalex.org/A5004099218', 'https://openalex.org/A5056226566', 'https://openalex.org/A5068809197', 'https://openalex.org/A5033987904', 'https://openalex.org/A5061160911']"
https://openalex.org/W2041910615,2006,86,"['https://openalex.org/A5007138994', 'https://openalex.org/A5048877432', 'https://openalex.org/A5030305033']"
https://openalex.org/W1605580743,2004,78,"['https://openalex.org/A5009986442', 'https://openalex.org/A5017477609', 'https://openalex.org/A5082225935']"
https://openalex.org/W2117028698,2008,77,"['https://openalex.org/A5033643258', 'https://openalex.org/A5029121256', 'https://openalex.org/A5015711710']"
https://openalex.org/W2043738378,2008,69,"['https://openalex.org/A5027501147', 'https://openalex.org/A5082225935']"
https://openalex.org/W2167651417,2010,58,"['https://openalex.org/A5008287591', 'https://openalex.org/A5013145810', 'https://openalex.org/A5032110850']"
https://openalex.org/W2130080370,2011,56,"['https://openalex.org/A5081046881', 'https://openalex.org/A5082007001', 'https://openalex.org/A5047202614', 'https://openalex.org/A5064185465', 'https://openalex.org/A5059896673', 'https://openalex.org/A5059868302', 'https://openalex.org/A5030391764', 'https://openalex.org/A5023365550', 'https://openalex.org/A5064007729']"
https://openalex.org/W2065340646,2013,55,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5030305033']"
https://openalex.org/W2171339511,2011,53,"['https://openalex.org/A5074406842', 'https://openalex.org/A5029483412']"
https://openalex.org/W2172268715,2014,52,['https://openalex.org/A5076193392']
https://openalex.org/W1986359194,2011,51,"['https://openalex.org/A5029483412', 'https://openalex.org/A5022747234', 'https://openalex.org/A5069562599', 'https://openalex.org/A5025253393']"
https://openalex.org/W2262364653,2016,43,"['https://openalex.org/A5064158757', 'https://openalex.org/A5015711710', 'https://openalex.org/A5055710645']"
https://openalex.org/W2558100504,2017,43,"['https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5036046552', 'https://openalex.org/A5013844034', 'https://openalex.org/A5013727792']"
https://openalex.org/W3125143440,2016,39,"['https://openalex.org/A5081065901', 'https://openalex.org/A5084282503', 'https://openalex.org/A5013836248', 'https://openalex.org/A5079458476']"
https://openalex.org/W2566811487,2016,38,"['https://openalex.org/A5026207393', 'https://openalex.org/A5066165608', 'https://openalex.org/A5046348432', 'https://openalex.org/A5023365550']"
https://openalex.org/W2939756385,2019,35,"['https://openalex.org/A5042590162', 'https://openalex.org/A5069805388', 'https://openalex.org/A5007559460', 'https://openalex.org/A5076193392']"
